1025;" N 53° 35' 31"" ";" E 008° 20' 11"" "; 19.03.2022 ; 11:52 ;218492;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 19.03.2022 ; 15:03 ;218517;1;" """"";
1026;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 19.03.2022 ; 15:39 ;218517;" N 53° 29' 56"" ";" E 008° 28' 38"" "; 19.03.2022 ; 16:09 ;218533;1;" """"";
1027;" N 53° 29' 56"" ";" E 008° 28' 38"" "; 19.03.2022 ; 16:32 ;218533;" N 53° 30' 11"" ";" E 008° 28' 21"" "; 19.03.2022 ; 16:36 ;218534;1;" """"";
1028;" N 53° 30' 11"" ";" E 008° 28' 20"" "; 19.03.2022 ; 16:56 ;218534;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 19.03.2022 ; 17:14 ;218549;1;" """"";
1029;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 20.03.2022 ; 09:27 ;218549;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 20.03.2022 ; 09:50 ;218556;0;" """"";
1030;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 20.03.2022 ; 09:51 ;218556;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 20.03.2022 ; 09:58 ;218557;0;" """"";
1031;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 20.03.2022 ; 13:24 ;218557;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 20.03.2022 ; 13:25 ;218557;0;" """"";
1032;" N 53° 34' 21"" ";" E 008° 21' 50"" "; 21.03.2022 ; 14:33 ;218557;" N 53° 29' 08"" ";" E 008° 27' 24"" "; 21.03.2022 ; 14:50 ;218575;0;" """"";
1033;" N 53° 29' 07"" ";" E 008° 27' 24"" "; 21.03.2022 ; 15:04 ;218575;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 21.03.2022 ; 15:19 ;218592;1;" """"";
1034;" N 53° 34' 35"" ";" E 008° 21' 34"" "; 21.03.2022 ; 15:33 ;218592;" N 53° 34' 34"" ";" E 008° 21' 33"" "; 21.03.2022 ; 15:34 ;218592;1;" """"";
1035;" N 53° 34' 33"" ";" E 008° 21' 33"" "; 21.03.2022 ; 15:40 ;218592;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 21.03.2022 ; 15:43 ;218593;1;" """"";
1036;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 21.03.2022 ; 19:23 ;218593;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 21.03.2022 ; 19:39 ;218594;1;" """"";
1037;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 22.03.2022 ; 06:47 ;218594;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 22.03.2022 ; 08:07 ;218680;1;" """"";
1038;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 22.03.2022 ; 12:07 ;218680;" N 53° 34' 36"" ";" E 008° 21' 32"" "; 22.03.2022 ; 12:38 ;218686;0;" """"";
1039;" N 53° 34' 35"" ";" E 008° 21' 33"" "; 22.03.2022 ; 13:01 ;218686;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 22.03.2022 ; 13:03 ;218687;0;" """"";
1040;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 22.03.2022 ; 13:19 ;218687;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 22.03.2022 ; 13:21 ;218688;0;" """"";
1041;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 22.03.2022 ; 13:53 ;218688;" N 53° 30' 12"" ";" E 008° 28' 38"" "; 22.03.2022 ; 14:09 ;218702;0;" """"";
1042;" N 53° 30' 12"" ";" E 008° 28' 39"" "; 22.03.2022 ; 14:15 ;218702;" N 53° 29' 07"" ";" E 008° 27' 24"" "; 22.03.2022 ; 14:19 ;218705;0;" """"";
1043;" N 53° 29' 07"" ";" E 008° 27' 24"" "; 22.03.2022 ; 14:21 ;218705;" N 53° 29' 11"" ";" E 008° 27' 25"" "; 22.03.2022 ; 14:23 ;218705;0;" """"";
1044;" N 53° 29' 11"" ";" E 008° 27' 25"" "; 22.03.2022 ; 14:26 ;218705;" N 53° 29' 11"" ";" E 008° 27' 28"" "; 22.03.2022 ; 14:29 ;218705;0;" """"";
1045;" N 53° 29' 11"" ";" E 008° 27' 28"" "; 22.03.2022 ; 14:46 ;218705;" N 53° 31' 26"" ";" E 008° 31' 21"" "; 22.03.2022 ; 15:12 ;218730;0;" """"";
1046;" N 53° 31' 25"" ";" E 008° 31' 19"" "; 22.03.2022 ; 15:19 ;218730;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 22.03.2022 ; 15:34 ;218743;0;" """"";
1047;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 22.03.2022 ; 15:41 ;218743;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 22.03.2022 ; 15:47 ;218743;0;" """"";
1048;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 22.03.2022 ; 15:57 ;218743;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 22.03.2022 ; 15:59 ;218744;0;" """"";
1049;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 22.03.2022 ; 16:03 ;218744;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 22.03.2022 ; 16:06 ;218744;0;" """"";
1050;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 22.03.2022 ; 16:16 ;218744;" N 53° 32' 10"" ";" E 008° 31' 34"" "; 22.03.2022 ; 16:30 ;218759;0;" """"";
1051;" N 53° 32' 10"" ";" E 008° 31' 34"" "; 22.03.2022 ; 16:33 ;218759;" N 53° 32' 10"" ";" E 008° 31' 34"" "; 22.03.2022 ; 16:35 ;218759;0;" """"";
1052;" N 53° 32' 10"" ";" E 008° 31' 35"" "; 22.03.2022 ; 17:10 ;218759;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 22.03.2022 ; 17:29 ;218774;0;" """"";
1053;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 22.03.2022 ; 20:04 ;218774;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 22.03.2022 ; 20:06 ;218774;0;" """"";
1054;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 23.03.2022 ; 08:28 ;218774;" N 53° 29' 11"" ";" E 008° 28' 03"" "; 23.03.2022 ; 08:45 ;218791;1;" """"";
1055;" N 53° 29' 11"" ";" E 008° 28' 04"" "; 23.03.2022 ; 11:57 ;218791;" N 53° 31' 38"" ";" E 008° 35' 21"" "; 23.03.2022 ; 12:41 ;218826;1;" """"";
1056;" N 53° 31' 38"" ";" E 008° 35' 21"" "; 23.03.2022 ; 13:29 ;218826;" N 53° 28' 44"" ";" E 008° 27' 05"" "; 23.03.2022 ; 15:45 ;218949;1;" """"";
1057;" N 53° 28' 44"" ";" E 008° 27' 05"" "; 23.03.2022 ; 16:02 ;218949;" N 53° 30' 11"" ";" E 008° 28' 21"" "; 23.03.2022 ; 16:24 ;218962;1;" """"";
1058;" N 53° 30' 12"" ";" E 008° 28' 22"" "; 23.03.2022 ; 16:39 ;218962;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 23.03.2022 ; 16:54 ;218977;1;" """"";
1059;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 23.03.2022 ; 17:29 ;218977;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 23.03.2022 ; 17:39 ;218977;0;" """"";
1060;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 23.03.2022 ; 18:08 ;218977;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 23.03.2022 ; 18:10 ;218977;0;" """"";
1061;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 23.03.2022 ; 18:54 ;218977;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 23.03.2022 ; 19:20 ;218997;1;" """"";
1062;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 24.03.2022 ; 06:37 ;218997;" N 53° 29' 08"" ";" E 008° 27' 23"" "; 24.03.2022 ; 06:56 ;219016;1;" """"";
1063;" N 53° 29' 08"" ";" E 008° 27' 23"" "; 24.03.2022 ; 07:25 ;219016;" N 53° 29' 04"" ";" E 008° 29' 06"" "; 24.03.2022 ; 07:31 ;219019;1;" """"";
1064;" N 53° 29' 04"" ";" E 008° 29' 06"" "; 24.03.2022 ; 07:34 ;219019;" N 53° 29' 16"" ";" E 008° 29' 09"" "; 24.03.2022 ; 07:53 ;219020;1;" """"";
1065;" N 53° 29' 16"" ";" E 008° 29' 09"" "; 24.03.2022 ; 07:54 ;219020;" N 53° 29' 55"" ";" E 008° 28' 37"" "; 24.03.2022 ; 07:58 ;219022;1;" """"";
1066;" N 53° 29' 55"" ";" E 008° 28' 38"" "; 24.03.2022 ; 08:30 ;219022;" N 53° 29' 04"" ";" E 008° 29' 06"" "; 24.03.2022 ; 08:35 ;219025;1;" """"";
1067;" N 53° 29' 07"" ";" E 008° 29' 07"" "; 24.03.2022 ; 08:53 ;219025;" N 53° 29' 16"" ";" E 008° 29' 12"" "; 24.03.2022 ; 08:55 ;219025;1;" """"";
1068;" N 53° 29' 16"" ";" E 008° 29' 10"" "; 24.03.2022 ; 09:20 ;219025;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 24.03.2022 ; 09:41 ;219042;1;" """"";
1069;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 24.03.2022 ; 12:36 ;219042;" N 53° 29' 07"" ";" E 008° 27' 24"" "; 24.03.2022 ; 13:09 ;219059;1;" """"";
1070;" N 53° 29' 07"" ";" E 008° 27' 24"" "; 24.03.2022 ; 13:34 ;219059;" N 53° 29' 48"" ";" E 008° 27' 54"" "; 24.03.2022 ; 13:39 ;219062;1;" """"";
1071;" N 53° 29' 48"" ";" E 008° 27' 54"" "; 24.03.2022 ; 14:51 ;219062;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 24.03.2022 ; 15:17 ;219080;1;" """"";
1072;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 24.03.2022 ; 15:30 ;219080;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 24.03.2022 ; 15:31 ;219081;0;" """"";
1073;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 24.03.2022 ; 17:40 ;219081;" N 53° 30' 16"" ";" E 008° 28' 43"" "; 24.03.2022 ; 18:34 ;219102;1;" """"";
1074;" N 53° 30' 16"" ";" E 008° 28' 42"" "; 24.03.2022 ; 18:39 ;219102;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 24.03.2022 ; 18:50 ;219116;1;" """"";
1075;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 24.03.2022 ; 19:00 ;219116;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 24.03.2022 ; 19:01 ;219116;0;" """"";
1076;" N 53° 34' 27"" ";" E 008° 21' 46"" "; 24.03.2022 ; 19:26 ;219116;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 24.03.2022 ; 19:27 ;219117;0;" """"";
1077;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 25.03.2022 ; 07:45 ;219117;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 25.03.2022 ; 07:46 ;219117;0;" """"";
1078;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 25.03.2022 ; 08:12 ;219117;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 25.03.2022 ; 08:13 ;219117;0;" """"";
1079;" N 53° 34' 25"" ";" E 008° 21' 47"" "; 25.03.2022 ; 10:59 ;219117;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 25.03.2022 ; 11:00 ;219118;1;" """"";
1080;" N 53° 34' 32"" ";" E 008° 21' 41"" "; 25.03.2022 ; 11:05 ;219118;" N 53° 34' 36"" ";" E 008° 21' 26"" "; 25.03.2022 ; 11:11 ;219118;1;" """"";
1081;" N 53° 34' 34"" ";" E 008° 21' 24"" "; 25.03.2022 ; 11:17 ;219118;" N 53° 19' 54"" ";" E 008° 27' 29"" "; 25.03.2022 ; 11:55 ;219153;0;" """"";
1082;" N 53° 19' 55"" ";" E 008° 27' 28"" "; 25.03.2022 ; 12:03 ;219153;" N 53° 34' 21"" ";" E 008° 21' 48"" "; 25.03.2022 ; 12:32 ;219186;1;" """"";
1083;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 25.03.2022 ; 13:11 ;219186;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 25.03.2022 ; 13:13 ;219187;0;" """"";
1084;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 25.03.2022 ; 13:23 ;219187;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 25.03.2022 ; 13:24 ;219187;0;" """"";
1085;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 25.03.2022 ; 13:40 ;219187;" N 53° 31' 21"" ";" E 008° 32' 31"" "; 25.03.2022 ; 13:53 ;219201;1;" """"";
1086;" N 53° 31' 22"" ";" E 008° 32' 30"" "; 25.03.2022 ; 17:05 ;219201;" N 53° 29' 48"" ";" E 008° 27' 53"" "; 25.03.2022 ; 17:17 ;219210;1;" """"";
1087;" N 53° 29' 46"" ";" E 008° 27' 52"" "; 25.03.2022 ; 18:35 ;219210;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 25.03.2022 ; 18:52 ;219226;1;" """"";
1088;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 26.03.2022 ; 08:03 ;219226;" N 53° 19' 42"" ";" E 008° 27' 48"" "; 26.03.2022 ; 08:37 ;219259;1;" """"";
1089;" N 53° 19' 41"" ";" E 008° 27' 47"" "; 26.03.2022 ; 13:32 ;219259;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 26.03.2022 ; 14:08 ;219296;1;" """"";
1090;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 26.03.2022 ; 15:04 ;219296;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 26.03.2022 ; 15:06 ;219296;1;" """"";
1091;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 26.03.2022 ; 15:32 ;219296;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 26.03.2022 ; 15:33 ;219296;1;" """"";
1092;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 26.03.2022 ; 18:29 ;219296;" N 53° 34' 39"" ";" E 008° 21' 29"" "; 26.03.2022 ; 18:30 ;219297;0;" """"";
1093;" N 53° 34' 38"" ";" E 008° 21' 30"" "; 26.03.2022 ; 18:41 ;219297;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 26.03.2022 ; 18:50 ;219298;0;" """"";
1094;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 26.03.2022 ; 18:50 ;219298;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 26.03.2022 ; 18:50 ;219298;0;" """"";
1095;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 27.03.2022 ; 03:29 ;219298;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 27.03.2022 ; 03:30 ;219298;0;" """"";
1096;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 27.03.2022 ; 13:44 ;219298;" N 53° 29' 11"" ";" E 008° 29' 02"" "; 27.03.2022 ; 14:13 ;219316;1;" """"";
1097;" N 53° 29' 12"" ";" E 008° 29' 03"" "; 27.03.2022 ; 18:30 ;219316;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 27.03.2022 ; 18:48 ;219333;1;" """"";
1098;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 28.03.2022 ; 08:14 ;219333;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 28.03.2022 ; 08:15 ;219333;1;" """"";
1099;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 28.03.2022 ; 08:15 ;219333;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 28.03.2022 ; 08:15 ;219333;1;" """"";
1100;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 28.03.2022 ; 08:45 ;219333;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 28.03.2022 ; 08:45 ;219333;1;" """"";
1101;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 28.03.2022 ; 12:39 ;219333;" N 53° 34' 41"" ";" E 008° 14' 47"" "; 28.03.2022 ; 12:55 ;219346;1;" """"";
1102;" N 53° 34' 42"" ";" E 008° 14' 47"" "; 28.03.2022 ; 13:03 ;219346;" N 53° 34' 34"" ";" E 008° 21' 32"" "; 28.03.2022 ; 13:14 ;219358;1;" """"";
1103;" N 53° 34' 33"" ";" E 008° 21' 32"" "; 28.03.2022 ; 13:28 ;219358;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 28.03.2022 ; 13:30 ;219359;1;" """"";
1104;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 28.03.2022 ; 15:08 ;219359;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 28.03.2022 ; 15:09 ;219359;0;" """"";
1105;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 28.03.2022 ; 15:36 ;219359;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 28.03.2022 ; 15:39 ;219359;0;" """"";
1106;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 28.03.2022 ; 18:22 ;219359;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 28.03.2022 ; 18:25 ;219359;0;" """"";
1107;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 28.03.2022 ; 20:18 ;219359;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 28.03.2022 ; 20:23 ;219360;1;" """"";
1108;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 29.03.2022 ; 09:04 ;219360;" N 53° 34' 25"" ";" E 008° 21' 48"" "; 29.03.2022 ; 09:06 ;219360;1;" """"";
1109;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 29.03.2022 ; 11:51 ;219360;" N 53° 29' 07"" ";" E 008° 28' 58"" "; 29.03.2022 ; 12:18 ;219378;1;" """"";
1110;" N 53° 29' 07"" ";" E 008° 28' 58"" "; 29.03.2022 ; 12:25 ;219378;" N 53° 30' 12"" ";" E 008° 28' 19"" "; 29.03.2022 ; 12:40 ;219381;1;" """"";
1111;" N 53° 30' 12"" ";" E 008° 28' 19"" "; 29.03.2022 ; 13:18 ;219381;" N 53° 34' 25"" ";" E 008° 21' 48"" "; 29.03.2022 ; 13:33 ;219396;1;" """"";
1112;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 29.03.2022 ; 13:55 ;219396;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 29.03.2022 ; 14:02 ;219396;1;" """"";
1113;" N 53° 34' 32"" ";" E 008° 21' 41"" "; 29.03.2022 ; 14:19 ;219396;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 29.03.2022 ; 14:20 ;219396;1;" """"";
1114;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 29.03.2022 ; 15:03 ;219396;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 29.03.2022 ; 15:05 ;219397;1;" """"";
1115;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 29.03.2022 ; 15:12 ;219397;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 29.03.2022 ; 15:14 ;219397;1;" """"";
1116;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 29.03.2022 ; 15:49 ;219397;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 29.03.2022 ; 15:50 ;219397;1;" """"";
1117;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 29.03.2022 ; 16:18 ;219397;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 29.03.2022 ; 16:18 ;219397;1;" """"";
1118;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 30.03.2022 ; 06:19 ;219397;" N 53° 34' 24"" ";" E 008° 21' 50"" "; 30.03.2022 ; 06:25 ;219398;1;" """"";
1119;" N 53° 34' 24"" ";" E 008° 21' 50"" "; 30.03.2022 ; 06:34 ;219398;" N 53° 34' 24"" ";" E 008° 21' 48"" "; 30.03.2022 ; 06:47 ;219398;1;" """"";
1120;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 30.03.2022 ; 06:56 ;219398;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 30.03.2022 ; 07:07 ;219399;1;" """"";
1121;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 30.03.2022 ; 07:24 ;219399;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 30.03.2022 ; 07:42 ;219400;0;" """"";
1122;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 30.03.2022 ; 07:46 ;219400;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 30.03.2022 ; 07:48 ;219401;0;" """"";
1123;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 30.03.2022 ; 07:51 ;219401;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 30.03.2022 ; 08:09 ;219401;0;" """"";
1124;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 30.03.2022 ; 11:14 ;219401;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 30.03.2022 ; 11:36 ;219402;0;" """"";
1125;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 30.03.2022 ; 13:11 ;219402;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 30.03.2022 ; 13:13 ;219403;0;" """"";
1126;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 30.03.2022 ; 14:15 ;219403;" N 53° 34' 34"" ";" E 008° 21' 32"" "; 30.03.2022 ; 14:20 ;219403;0;" """"";
1127;" N 53° 34' 34"" ";" E 008° 21' 32"" "; 30.03.2022 ; 14:25 ;219403;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 30.03.2022 ; 14:30 ;219404;0;" """"";
1128;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 30.03.2022 ; 15:21 ;219404;" N 53° 04' 52"" ";" E 008° 48' 30"" "; 30.03.2022 ; 16:28 ;219491;1;" """"";
1129;" N 53° 04' 52"" ";" E 008° 48' 30"" "; 30.03.2022 ; 23:13 ;219491;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 31.03.2022 ; 00:13 ;219580;1;" """"";
1130;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 31.03.2022 ; 00:15 ;219580;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 31.03.2022 ; 00:16 ;219580;1;" """"";
1131;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 31.03.2022 ; 13:04 ;219580;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 31.03.2022 ; 13:06 ;219581;1;" """"";
1132;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 31.03.2022 ; 13:21 ;219581;" N 53° 34' 35"" ";" E 008° 21' 34"" "; 31.03.2022 ; 13:22 ;219581;1;" """"";
1133;" N 53° 34' 34"" ";" E 008° 21' 33"" "; 31.03.2022 ; 13:42 ;219581;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 31.03.2022 ; 13:58 ;219581;0;" """"";
1134;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 31.03.2022 ; 14:30 ;219581;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 31.03.2022 ; 14:32 ;219581;0;" """"";
1135;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 01.04.2022 ; 07:14 ;219581;" N 53° 29' 11"" ";" E 008° 28' 04"" "; 01.04.2022 ; 07:45 ;219600;1;" """"";
1136;" N 53° 29' 11"" ";" E 008° 28' 04"" "; 01.04.2022 ; 07:45 ;219600;" N 53° 29' 11"" ";" E 008° 28' 04"" "; 01.04.2022 ; 07:46 ;219600;1;" """"";
1137;" N 53° 29' 12"" ";" E 008° 28' 04"" "; 01.04.2022 ; 09:13 ;219600;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 01.04.2022 ; 09:46 ;219621;1;" """"";
1138;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 01.04.2022 ; 10:46 ;219621;" N 53° 30' 16"" ";" E 008° 28' 42"" "; 01.04.2022 ; 11:01 ;219635;1;" """"";
1139;" N 53° 30' 16"" ";" E 008° 28' 42"" "; 01.04.2022 ; 11:11 ;219635;" N 53° 51' 06"" ";" E 008° 41' 07"" "; 01.04.2022 ; 12:32 ;219710;1;" """"";
1140;" N 53° 51' 06"" ";" E 008° 41' 07"" "; 01.04.2022 ; 13:04 ;219710;" N 53° 50' 59"" ";" E 008° 41' 08"" "; 01.04.2022 ; 13:13 ;219713;1;" """"";
1141;" N 53° 50' 59"" ";" E 008° 41' 08"" "; 01.04.2022 ; 13:13 ;219713;" N 53° 50' 59"" ";" E 008° 41' 08"" "; 01.04.2022 ; 13:13 ;219713;1;" """"";
1142;" N 53° 50' 59"" ";" E 008° 41' 07"" "; 01.04.2022 ; 14:27 ;219713;" N 53° 51' 24"" ";" E 008° 42' 16"" "; 01.04.2022 ; 14:36 ;219717;1;" """"";
1143;" N 53° 51' 24"" ";" E 008° 42' 13"" "; 01.04.2022 ; 15:04 ;219717;" N 53° 51' 10"" ";" E 008° 41' 03"" "; 01.04.2022 ; 15:11 ;219719;1;" """"";
1144;" N 53° 51' 11"" ";" E 008° 40' 56"" "; 01.04.2022 ; 15:44 ;219719;" N 53° 51' 02"" ";" E 008° 40' 42"" "; 01.04.2022 ; 15:46 ;219720;1;" """"";
1145;" N 53° 51' 02"" ";" E 008° 40' 43"" "; 01.04.2022 ; 16:12 ;219720;" N 53° 51' 02"" ";" E 008° 40' 43"" "; 01.04.2022 ; 16:20 ;219720;1;" """"";
1146;" N 53° 51' 02"" ";" E 008° 40' 43"" "; 01.04.2022 ; 16:21 ;219720;" N 53° 51' 02"" ";" E 008° 40' 43"" "; 01.04.2022 ; 16:21 ;219720;1;" """"";
1147;" N 53° 51' 02"" ";" E 008° 40' 44"" "; 01.04.2022 ; 17:12 ;219720;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 01.04.2022 ; 18:07 ;219803;1;" """"";
1148;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 01.04.2022 ; 18:56 ;219803;" N 53° 29' 07"" ";" E 008° 29' 09"" "; 01.04.2022 ; 19:12 ;219820;1;" """"";
1149;" N 53° 29' 06"" ";" E 008° 29' 13"" "; 01.04.2022 ; 19:21 ;219820;" N 53° 29' 49"" ";" E 008° 27' 54"" "; 01.04.2022 ; 19:26 ;219824;1;" """"";
1150;" N 53° 29' 48"" ";" E 008° 27' 53"" "; 01.04.2022 ; 22:08 ;219824;" N 53° 35' 22"" ";" E 008° 16' 36"" "; 01.04.2022 ; 22:27 ;219845;0;" """"";
1151;" N 53° 35' 22"" ";" E 008° 16' 36"" "; 01.04.2022 ; 22:29 ;219845;" N 53° 35' 22"" ";" E 008° 16' 35"" "; 02.04.2022 ; 00:21 ;219845;0;" """"";
1152;" N 53° 35' 22"" ";" E 008° 16' 35"" "; 02.04.2022 ; 00:44 ;219845;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 02.04.2022 ; 00:58 ;219857;0;" """"";
1153;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 02.04.2022 ; 10:12 ;219857;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 02.04.2022 ; 10:14 ;219857;1;" """"";
1154;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 02.04.2022 ; 10:21 ;219857;" N 53° 31' 20"" ";" E 008° 31' 14"" "; 02.04.2022 ; 10:31 ;219870;1;" """"";
1155;" N 53° 31' 20"" ";" E 008° 31' 15"" "; 02.04.2022 ; 10:45 ;219870;" N 53° 31' 25"" ";" E 008° 31' 19"" "; 02.04.2022 ; 10:47 ;219870;0;" """"";
1156;" N 53° 31' 25"" ";" E 008° 31' 18"" "; 02.04.2022 ; 12:17 ;219870;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 02.04.2022 ; 12:30 ;219883;1;" """"";
